GO Term	Aeropyrum_pernix	Aquifex_aeolicus	Archaeoglobus_fulgidus	Canarchaeum_symbisosum	Escherichia_coli	Haladaptatus_paucihalophilus	Halalkalicoccus_jeotgali	Hyperthermus_butylicus	Methanoccus_jannaschii	Methanococcoides_burtonii	Methanococcoides_methylutens	Methanopyrus_kandleri	Methanosarcina_lacustris	Methanothermus_fervidus	Micrococcus_lueus	Nanohaloarchea_archaeon	Nitrosopumulis_maritimus	Pseudomonas_aeruginosa	Pyrococcus_feriosus	Pyrodicitium_abyssi	Pyrolobus_fumarii	Salmonella_enterica	Staphylococcus_aureus	Sulfolobus_acidocaldarius	Thermocrinis_minerv	Thermocrinus_ruber	Thermotoga_maritima
GO:1902611	0	0	0	0	54	0	0	0	0	58	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006313	1	0	0	0	0	0	0	0	0	0	7	0	0	0	107	0	0	0	0	0	0	0	0	11	0	0	0
GO:0004590	6	0	0	0	0	0	0	6	5	0	4	2	51	1	9	0	0	0	0	0	0	90	11	13	0	0	0
GO:0090421	0	7	0	0	73	82	6	0	0	81	0	0	0	0	0	7	0	2	0	0	8	0	0	0	9	0	0
GO:0004595	2	0	0	81	0	0	0	0	0	0	2	1	0	0	5	0	0	1	0	0	0	0	0	7	2	6	0
GO:0006520	15	0	0	0	0	0	0	0	0	0	21	3	0	0	49	0	0	0	2	0	0	0	0	19	0	0	1
GO:0072204	0	5	59	0	1	26	7	0	0	16	0	9	0	0	40	12	0	0	24	0	0	0	0	63	0	1	0
GO:0072207	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	25	0	0	0	0	0	0
GO:0072206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	33	0	0	0	0	0	0	9	0
GO:0003735	188	0	0	20	0	0	0	0	0	0	114	63	0	0	224	0	0	4	0	0	0	0	0	449	0	0	0
GO:0003730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	253	0	0	0	284	22	0
GO:1990499	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	311	0	0	4	1	0	0	0	0
GO:0000279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0
GO:0000271	7	0	0	0	0	0	0	375	233	0	6	1	279	2	18	0	0	10	0	0	0	172	54	15	0	0	0
GO:0000270	0	336	0	0	86	504	57	0	0	388	0	0	0	0	14	221	0	2	0	0	8	4	1	13	11	0	0
GO:0004968	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0
GO:0004963	0	13	0	0	4	28	3	0	4	21	0	0	0	0	0	8	0	0	0	123	0	14	0	0	0	0	0
GO:1903772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	1
GO:1902797	0	0	0	0	0	0	0	53	28	0	0	0	54	0	0	0	0	0	0	0	0	28	7	0	0	0	0
GO:0010030	0	37	0	1	17	107	9	0	0	72	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0
GO:0018208	0	5	0	93	1	5	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO:1901211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387
GO:0046525	0	11	0	0	5	35	1	7	8	32	0	0	19	0	0	8	0	0	0	0	0	0	2	0	0	0	0
GO:0016884	5	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	159	0	0	0	0	0	5	0	0	0
GO:0016887	99	0	0	0	0	0	0	0	0	0	89	15	0	0	216	0	0	0	0	0	5	0	0	227	2	0	0
GO:0016886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	137	0	0	0	116	0	0
GO:0016889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	187	0	0	0	0	1	0	2	0
GO:0014011	0	2	0	0	0	2	0	6	2	2	0	0	1	0	0	1	0	0	0	0	0	177	0	0	0	0	0
GO:0014012	0	135	0	0	97	343	49	223	96	234	0	0	160	0	0	109	0	0	0	0	0	0	49	0	0	0	0
GO:0005246	0	1	0	250	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
GO:0090614	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	104	0	0	0	0	0	0	3	0	0	0
GO:0031468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195
GO:1900018	0	13	0	0	11	0	0	0	0	36	0	0	0	0	0	19	0	0	0	0	0	33	0	0	0	0	0
GO:0006281	35	2	0	0	1	0	0	0	0	0	29	0	0	0	0	0	17	83	0	0	0	1	0	0	0	0	0
GO:0001063	0	0	0	0	2	0	0	0	1	1	0	12	0	0	122	0	0	0	0	0	0	4	0	99	57	36	0
GO:0001062	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	47	0	1	0	0	0	0
GO:0001061	0	72	0	1	55	0	0	0	0	97	0	0	0	0	0	50	0	0	0	0	0	100	0	0	0	0	0
GO:0001060	0	0	0	0	0	126	15	73	48	0	0	0	63	0	0	0	0	0	0	0	0	0	22	0	0	0	0
GO:0001067	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0051301	19	65	0	0	49	0	0	0	0	60	24	0	0	0	0	29	0	82	0	0	0	102	0	0	0	0	0
GO:0051300	0	0	0	0	0	75	8	32	30	0	0	5	40	0	121	0	0	0	0	0	0	0	20	87	46	27	0
GO:0007571	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	20	0	0	0	0	0	0
GO:0016740	62	147	1	6	71	2	0	5	4	233	86	1	2	0	4	113	0	143	0	0	0	171	0	6	5	3	0
GO:0016741	0	0	9	2	1	334	59	136	94	0	0	22	162	1	216	0	0	1	4	0	3	1	25	188	132	80	0
GO:0016746	1	9	0	259	7	0	0	0	0	19	6	0	0	11	1	10	0	20	113	0	87	20	0	0	0	0	1
GO:0016747	4	15	0	0	17	25	5	3	5	25	8	0	11	0	28	9	0	32	0	0	0	34	3	10	8	4	0
GO:0021698	0	4	0	21	0	32	5	6	13	8	0	1	15	0	43	4	0	0	3	1	3	0	11	22	14	12	0
GO:0017160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0
GO:0015980	0	0	0	0	0	15	0	6	13	0	0	1	7	0	25	0	0	0	0	0	0	0	6	36	20	10	0
GO:0009256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	164
GO:0060613	0	44	0	1	39	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	4
GO:0004517	0	56	3	4	5	0	0	0	1	23	0	0	2	0	5	20	0	4	0	0	0	0	0	4	2	1	0
GO:0004518	6	0	8	0	25	29	5	16	0	103	7	0	0	4	6	0	0	1	0	0	0	9	4	3	2	0	2
GO:0004519	44	0	0	26	0	127	7	83	13	0	16	0	18	15	1	0	0	9	0	0	0	44	11	0	0	8	0
GO:0047104	0	0	0	114	0	0	0	0	48	0	0	1	87	0	13	0	0	36	12	0	0	0	0	27	18	21	0
GO:0009931	0	0	0	0	0	0	0	0	0	0	0	16	0	0	52	0	0	0	74	1	10	0	0	73	51	0	0
GO:0003984	4	6	2	0	10	14	0	4	0	15	5	0	0	0	3	0	0	0	0	0	2	3	0	10	7	4	13
GO:0003985	1	0	2	11	1	19	2	6	4	1	0	0	5	3	13	0	0	3	4	0	0	17	3	0	0	7	4
GO:0000162	12	32	0	0	48	0	0	0	0	64	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
GO:0000165	0	0	4	0	5	77	11	1	0	20	0	0	0	0	0	0	0	0	0	0	0	141	16	0	0	12	0
GO:0000164	0	0	0	64	0	25	4	18	16	0	0	0	39	8	0	0	0	9	18	0	0	9	2	0	0	0	0
GO:0000167	0	0	0	21	0	0	0	0	20	0	0	0	13	0	0	0	0	0	0	0	0	0	0	40	24	0	0
GO:0000166	26	58	0	0	0	0	0	0	0	0	31	4	0	0	12	43	0	0	0	0	14	0	0	0	0	0	0
GO:0004890	0	0	14	0	30	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
GO:0004897	0	0	0	0	0	103	19	53	0	0	0	0	0	23	0	0	0	47	42	0	0	57	14	0	0	0	0
GO:0004896	0	0	0	86	0	0	0	0	41	0	0	0	55	0	0	0	0	0	0	0	0	0	0	82	48	0	0
GO:0015419	0	0	0	0	0	0	0	0	0	0	0	8	0	0	69	0	0	0	0	0	33	0	0	0	0	0	0
GO:0051539	63	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
GO:0051534	0	9	43	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	5	0	0	0	0	0	0	102	0
GO:0060801	0	266	0	0	6	0	0	0	0	3	0	0	0	68	0	69	0	122	111	0	0	0	0	11	5	0	0
GO:0051536	98	0	0	0	78	4	2	5	0	151	76	0	0	0	11	0	0	0	0	0	1	10	0	321	225	0	0
GO:0051537	13	0	50	3	0	189	18	127	3	0	20	27	2	0	170	0	0	0	0	0	79	154	23	0	0	106	0
GO:0060804	0	0	6	168	0	0	0	0	194	0	0	0	101	84	0	0	0	40	163	0	0	0	0	0	0	23	0
GO:0051531	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	61	21	0	0	0	0	204	138	0	0
GO:0051532	0	0	0	0	0	0	0	0	0	0	0	45	0	0	49	0	0	0	0	0	132	0	0	68	39	0	0
GO:0016157	0	42	0	0	1	2	0	0	0	2	0	0	0	16	3	15	0	24	28	0	0	2	1	1	0	0	0
GO:0016156	0	0	0	1	18	2	0	1	0	36	0	0	0	0	3	0	0	0	0	0	1	1	0	42	36	0	0
GO:0016155	0	0	0	2	1	43	7	31	0	0	0	12	0	0	35	0	0	0	0	0	23	29	7	0	0	0	0
GO:0016154	0	0	0	42	0	0	0	0	33	0	0	0	26	0	0	0	0	0	0	0	0	2	1	0	0	0	0
GO:0097732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	18	0	0	0	0	0	0	73
GO:0097194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	302
GO:0036344	0	0	0	29	0	32	2	12	16	0	0	2	16	12	1	0	0	5	0	0	4	0	2	25	3	0	0
GO:0071971	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	2	35	0	0	0	0	0	56	0	0	0
GO:0006811	0	3	0	37	7	46	14	16	11	0	0	0	29	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GO:0006810	72	128	0	0	90	0	0	0	0	145	59	0	0	0	0	74	0	0	0	0	0	15	0	0	0	66	0
GO:0006817	5	15	32	0	8	0	0	0	3	21	11	0	0	0	0	12	0	10	123	0	0	227	2	3	0	9	0
GO:0006816	0	0	4	153	0	229	40	143	88	0	0	0	102	42	15	0	0	184	9	0	0	14	33	196	3	0	0
GO:0006814	4	0	0	22	0	31	7	10	11	0	5	11	15	7	249	0	0	12	0	0	87	0	3	19	106	8	0
GO:0003824	129	197	0	0	72	0	0	0	0	302	115	0	0	7	0	173	0	20	0	0	0	2	0	21	0	124	0
GO:0003827	0	0	61	0	0	0	0	0	0	0	0	3	0	0	32	0	0	1	242	0	4	194	0	0	17	0	0
GO:0003826	0	0	0	324	1	412	82	293	156	0	0	0	214	100	2	0	0	176	0	7	0	0	33	300	0	0	0
GO:0003823	0	0	0	0	0	0	0	0	0	0	0	53	0	0	237	0	0	0	0	0	191	2	0	0	179	0	0
GO:0043905	0	0	0	3	0	3	0	0	1	0	0	0	2	0	30	0	68	0	0	0	0	0	1	0	0	0	0
GO:1905151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0
GO:0005893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173
GO:0005894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246
GO:0009097	11	0	5	0	0	0	0	0	0	0	8	0	0	15	0	0	0	12	13	0	0	0	0	51	0	17	0
GO:0009094	1	0	7	0	0	0	0	0	0	0	2	8	0	8	18	0	0	11	20	0	20	0	0	31	33	3	0
GO:0009095	0	39	1	0	8	0	0	0	0	29	0	3	0	12	18	14	0	19	3	0	10	0	0	52	19	0	0
GO:0009092	0	24	0	0	8	0	0	0	0	19	0	5	0	2	29	9	2	3	0	0	15	14	0	9	33	0	0
GO:0009093	0	41	0	33	12	36	3	26	28	28	0	1	20	0	4	12	0	0	0	0	2	14	5	0	6	0	0
GO:0009090	0	7	0	22	2	25	3	13	16	7	0	0	12	0	0	4	0	0	0	0	0	23	4	3	0	0	0
GO:0009091	0	0	0	32	0	36	4	20	28	0	0	0	17	0	0	0	0	0	0	0	0	3	7	0	2	0	0
GO:1903177	0	0	3	0	0	0	0	0	0	0	0	5	0	0	35	0	0	0	4	9	25	0	0	0	23	0	0
GO:0070944	0	31	0	0	14	0	0	0	0	71	0	0	0	3	0	36	0	9	0	1	0	0	0	9	0	0	0
GO:0070946	0	8	0	72	6	85	21	38	17	8	0	0	50	0	0	3	14	0	0	0	0	0	9	0	0	0	0
GO:0072567	0	31	0	0	11	0	0	0	0	35	0	0	0	0	0	17	0	0	0	0	0	6	0	0	0	0	0
GO:0006203	0	0	0	40	0	45	5	33	23	0	0	0	24	0	0	0	0	0	0	0	0	0	5	0	0	0	0
GO:0050892	0	0	0	37	0	38	1	7	6	0	0	2	25	0	5	0	0	0	0	0	5	0	0	0	6	0	0
GO:0004174	0	14	0	0	15	0	0	0	0	33	0	0	0	4	0	19	0	8	0	0	0	0	0	16	0	0	0
GO:0051383	0	0	0	36	0	55	9	33	9	0	0	0	22	0	0	0	0	1	0	0	0	0	7	1	0	0	0
GO:0010668	0	0	0	19	0	21	2	25	13	0	0	6	11	0	25	0	0	0	0	0	17	0	4	0	16	0	0
GO:0051608	0	34	0	0	3	0	0	0	0	20	0	0	0	10	0	5	0	4	0	0	0	0	0	42	0	0	0
GO:1904813	0	0	0	22	0	25	0	26	31	0	0	0	11	0	3	0	0	0	0	0	0	3	0	0	0	0	0
GO:0003423	0	11	0	14	6	17	3	14	4	14	0	0	10	0	1	8	0	0	0	0	1	4	1	4	0	0	0
GO:0003426	0	359	0	7	99	8	1	6	3	436	0	0	5	0	0	245	0	0	0	1	0	0	0	2	0	0	0
GO:0048779	0	0	0	498	0	563	62	394	247	0	0	0	311	0	0	0	0	0	0	0	0	194	63	0	0	0	0
GO:0048777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0
GO:0004814	3	8	2	7	1	8	1	13	4	14	2	1	5	5	5	6	0	1	5	0	8	3	1	10	8	3	415
GO:0004817	2	5	1	14	2	17	3	14	4	8	1	2	10	2	3	5	0	3	5	0	9	4	1	10	5	3	0
GO:0004816	1	7	1	15	1	16	1	13	8	7	0	1	9	2	4	4	0	2	4	0	4	1	0	7	5	2	0
GO:0071538	0	0	1	27	0	28	3	6	5	0	0	1	15	2	35	0	1	24	0	0	4	31	2	10	6	3	1
